CustomerID,Country,Frequency,Monetary,Recency,Is_Churned,R_Score,F_Score,M_Score
12465.0,Belgium,2,742.19,17,0,4,2,3
12468.0,Germany,2,729.5400000000001,187,1,1,2,3
12471.0,Germany,30,19824.05,2,0,5,5,5
12472.0,Germany,7,6572.11,32,0,4,5,5
12473.0,Germany,5,3938.55,29,0,4,4,5
12474.0,Germany,18,7375.79,17,0,4,5,5
12475.0,Germany,1,723.38,53,0,3,1,3
12476.0,Germany,11,6816.42,15,0,4,5,5
12477.0,Germany,6,13219.74,22,0,4,4,5
12478.0,Greece,1,680.99,3,0,5,1,3
12479.0,Germany,1,527.2,11,0,5,1,3
12480.0,Germany,4,3281.63,28,0,4,4,5
12481.0,Germany,10,5596.32,22,0,4,5,5
12483.0,Sweden,8,2484.98,17,0,4,5,5
12484.0,Spain,6,4541.72,32,0,4,4,5
12488.0,France,3,1298.66,9,0,5,3,4
12489.0,France,1,334.93,336,1,1,1,2
12490.0,France,10,5417.93,5,0,5,5,5
12491.0,France,1,460.40000000000003,38,0,3,1,2
12492.0,Germany,2,263.21000000000004,63,0,3,2,2
12493.0,France,2,433.74,165,1,2,2,2
12494.0,France,7,1246.1,15,0,4,5,4
12497.0,Germany,1,1043.1,81,0,2,1,4
12498.0,Germany,3,403.70000000000005,21,0,4,3,2
12500.0,Germany,11,4257.82,23,0,4,5,5
12501.0,Germany,1,2169.39,336,1,1,1,5
12502.0,Spain,5,3723.87,95,1,2,4,5
12504.0,Germany,2,482.04999999999995,18,0,4,2,2
12506.0,France,1,73.5,232,1,1,1,1
12507.0,Spain,3,1304.81,134,1,2,3,4
12508.0,France,2,398.27,26,0,4,2,2
12509.0,France,1,176.5,284,1,1,1,1
12510.0,Spain,2,982.5699999999999,142,1,2,2,4
12512.0,Israel,2,138.03,66,0,3,2,1
12513.0,France,1,612.29,112,1,2,1,3
12514.0,Italy,1,1017.6800000000001,267,1,1,1,4
12515.0,Italy,1,383.7,353,1,1,1,2
12516.0,Germany,2,1312.06,77,0,2,2,4
12517.0,Germany,5,2502.84,28,0,4,4,5
12518.0,Germany,5,2056.89,0,0,5,4,4
12519.0,Germany,1,340.84000000000003,63,0,3,1,2
12520.0,Germany,5,2634.26,79,0,2,4,5
12521.0,Germany,1,599.68,142,1,2,1,3
12522.0,Germany,2,192.72,39,0,3,2,1
12523.0,France,11,1789.77,19,0,4,5,4
12524.0,Germany,8,4485.72,9,0,5,5,5
12526.0,Germany,3,1316.66,0,0,5,3,4
12527.0,Germany,3,348.71000000000004,81,0,2,3,2
12528.0,Germany,6,1933.48,9,0,5,5,4
12530.0,Germany,4,1662.28,59,0,3,4,4
12531.0,Germany,1,125.22,14,0,4,1,1
12532.0,France,1,349.83000000000004,30,0,4,1,2
12534.0,Germany,1,1089.18,130,1,2,1,4
12535.0,France,2,716.35,91,1,2,2,3
12536.0,France,3,12601.830000000002,43,0,3,3,5
12538.0,Spain,1,363.95,29,0,4,1,2
12539.0,Spain,4,5568.35,22,0,4,4,5
12540.0,Spain,17,13400.24,19,0,4,5,5
12541.0,Spain,3,981.18,29,0,4,3,4
12544.0,Spain,1,372.7,36,0,3,1,2
12545.0,Spain,2,1000.39,75,0,2,2,4
12546.0,Spain,2,1161.5,46,0,3,2,4
12547.0,Spain,2,207.8,197,1,1,2,1
12548.0,Spain,1,95.19999999999999,166,1,2,1,1
12550.0,Spain,1,964.83,79,0,2,1,4
12551.0,Spain,1,168.0,357,1,1,1,1
12552.0,Italy,2,437.82,38,0,3,2,2
12553.0,France,10,3692.28,8,0,5,5,5
12556.0,Spain,2,603.71,50,0,3,2,3
12557.0,Spain,5,11990.960000000001,16,0,4,4,5
12558.0,USA,1,269.96,7,0,5,1,2
12559.0,Germany,2,561.71,310,1,1,2,3
12560.0,Germany,3,2134.01,5,0,5,3,5
12561.0,Germany,1,238.85,302,1,1,1,1
12562.0,France,7,3781.7400000000002,8,0,5,5,5
12564.0,France,1,456.90000000000003,261,1,1,1,2
12565.0,Saudi Arabia,1,145.92000000000002,288,1,1,1,1
12566.0,Germany,1,351.65,86,0,2,1,2
12567.0,France,10,9401.28,22,0,4,5,5
12569.0,Germany,32,4124.6900000000005,2,0,5,5,5
12571.0,France,2,519.61,39,0,3,2,3
12572.0,Germany,2,1020.4200000000001,8,0,5,2,4
12573.0,France,1,160.54,227,1,1,1,1
12574.0,France,1,218.45000000000002,315,1,1,1,1
12576.0,Poland,5,1315.83,35,0,3,4,4
12577.0,France,3,657.8,35,0,3,3,3
12578.0,Italy,2,2794.51,21,0,4,2,5
12579.0,France,1,440.42,78,0,2,1,2
12580.0,Germany,1,415.7,246,1,1,1,2
12581.0,Germany,1,197.71,39,0,3,1,1
12582.0,Finland,2,511.36,238,1,1,2,3
12583.0,France,15,7281.38,2,0,5,5,5
12584.0,Italy,9,2338.15,3,0,5,5,5
12585.0,Germany,2,2040.1,234,1,1,2,4
12586.0,Italy,1,196.94,17,0,4,1,1
12587.0,Finland,1,144.0,7,0,5,1,1
12588.0,Finland,1,214.9,39,0,3,1,1
12589.0,France,2,646.68,28,0,4,2,3
12590.0,Germany,2,9864.26,211,1,1,2,5
12591.0,Italy,1,452.85,317,1,1,1,2
12592.0,Germany,2,437.6,92,1,2,2,2
12593.0,France,3,418.1,108,1,2,3,2
12594.0,Italy,10,3338.2200000000003,37,0,3,5,5
12596.0,Spain,2,618.27,51,0,3,2,3
12597.0,Spain,4,3811.22,19,0,4,4,5
12598.0,France,8,3023.08,9,0,5,5,5
12599.0,France,7,1032.58,29,0,4,5,4
12600.0,Germany,10,2599.04,28,0,4,5,5
12601.0,Germany,5,577.0600000000001,189,1,1,4,3
12602.0,France,1,153.12,58,0,3,1,1
12603.0,Germany,1,739.1999999999999,21,0,4,1,3
12604.0,France,2,254.18,79,0,2,2,2
12607.0,USA,1,1579.51,60,0,3,1,4
12609.0,Germany,3,1126.85,78,0,2,3,4
12610.0,Italy,5,2099.54,22,0,4,4,5
12611.0,Italy,1,1193.32,52,0,3,1,4
12612.0,Germany,1,704.04,74,0,2,1,3
12613.0,Germany,5,3344.38,57,0,3,4,5
12614.0,Germany,1,315.6,277,1,1,1,2
12615.0,France,4,2291.19,2,0,5,4,5
12616.0,France,2,713.3,95,1,2,2,3
12617.0,France,1,355.53,29,0,4,1,2
12618.0,Italy,1,177.31,21,0,4,1,1
12619.0,Germany,9,3641.24,16,0,4,5,5
12620.0,France,3,1339.41,14,0,4,3,4
12621.0,Germany,20,13689.67,1,0,5,5,5
12622.0,Germany,1,180.1,232,1,1,1,1
12623.0,Germany,1,305.1,276,1,1,1,2
12624.0,France,2,641.13,106,1,2,2,3
12625.0,Germany,2,2683.82,211,1,1,2,5
12626.0,Germany,9,6620.4800000000005,23,0,4,5,5
12627.0,Germany,7,4478.53,10,0,5,5,5
12628.0,Germany,3,786.46,4,0,5,3,3
12630.0,Finland,2,1270.88,9,0,5,2,4
12631.0,Finland,1,640.5,57,0,3,1,3
12633.0,Germany,4,2163.98,58,0,3,4,5
12635.0,Germany,2,1689.18,89,0,2,2,4
12637.0,France,8,6021.9,67,0,3,5,5
12638.0,Sweden,1,671.6899999999999,33,0,3,1,3
12639.0,Sweden,1,486.1,238,1,1,1,2
12640.0,France,3,1174.58,23,0,4,3,4
12641.0,Sweden,1,185.9,115,1,2,1,1
12642.0,Germany,3,1013.26,25,0,4,3,4
12643.0,France,6,3344.64,128,1,2,5,5
12644.0,Germany,1,477.90999999999997,129,1,2,1,2
12645.0,Germany,4,1775.18,33,0,3,4,4
12646.0,USA,2,1346.97,4,0,5,2,4
12647.0,Germany,12,3722.82,22,0,4,5,5
12648.0,Germany,1,318.05,154,1,2,1,2
12649.0,Germany,3,623.51,107,1,2,3,3
12650.0,France,1,314.44,3,0,5,1,2
12651.0,France,1,114.0,334,1,1,1,1
12652.0,France,1,919.98,331,1,1,1,3
12653.0,Israel,2,2209.85,148,1,2,2,5
12654.0,Germany,5,601.98,10,0,5,4,3
12656.0,France,5,4051.17,17,0,4,4,5
12657.0,France,4,1643.18,11,0,5,4,4
12658.0,Germany,1,686.05,18,0,4,1,3
12659.0,France,1,91.67999999999999,29,0,4,1,1
12660.0,France,1,245.10000000000002,11,0,5,1,1
12662.0,Germany,11,3849.78,0,0,5,5,5
12664.0,Finland,9,4881.88,8,0,5,5,5
12665.0,Germany,1,63.0,324,1,1,1,1
12667.0,Finland,1,620.13,58,0,3,1,3
12668.0,Germany,4,3807.15,11,0,5,4,5
12669.0,France,3,2744.0299999999997,150,1,2,3,5
12670.0,France,5,2996.05,10,0,5,4,5
12672.0,France,1,225.9,329,1,1,1,1
12673.0,Germany,2,610.52,5,0,5,2,3
12674.0,France,4,1970.6,38,0,3,4,4
12676.0,Sweden,6,1331.39,24,0,4,5,4
12678.0,France,12,17628.46,42,0,3,5,5
12679.0,France,4,1113.02,58,0,3,4,4
12680.0,France,4,862.81,0,0,5,4,3
12681.0,France,22,13787.54,14,0,4,5,5
12682.0,France,31,12288.22,3,0,5,5,5
12683.0,France,15,8476.57,4,0,5,5,5
12684.0,France,7,2283.63,7,0,5,5,5
12685.0,France,6,2863.08,28,0,4,5,5
12686.0,France,1,89.14,371,1,1,1,1
12688.0,Israel,1,4873.81,113,1,2,1,5
12689.0,France,2,1247.61,25,0,4,2,4
12690.0,France,1,389.01,205,1,1,1,2
12691.0,France,6,1035.8,28,0,4,5,4
12693.0,Germany,4,855.91,127,1,2,4,3
12694.0,France,2,869.67,70,0,3,2,3
12695.0,France,4,582.1,7,0,5,4,3
12697.0,Sweden,3,957.59,28,0,4,3,4
12700.0,France,4,4939.99,7,0,5,4,5
12701.0,Germany,2,797.71,79,0,2,2,3
12702.0,Germany,1,219.0,19,0,4,1,1
12703.0,Germany,1,283.55,71,0,3,1,2
12704.0,Finland,8,2340.84,7,0,5,5,5
12705.0,Germany,9,6868.29,15,0,4,5,5
12707.0,France,1,603.42,291,1,1,1,3
12708.0,Germany,10,2712.91,29,0,4,5,5
12709.0,Germany,15,9736.52,15,0,4,5,5
12710.0,Germany,3,1149.02,96,1,2,3,4
12712.0,Germany,13,4396.13,28,0,4,5,5
12713.0,Germany,1,848.55,0,0,5,1,3
12714.0,France,5,4708.86,9,0,5,4,5
12715.0,Sweden,1,353.86,106,1,2,1,2
12716.0,France,2,1053.49,3,0,5,2,4
12717.0,Greece,2,1030.98,151,1,2,2,4
12718.0,France,1,238.25,71,0,3,1,1
12719.0,France,2,644.95,5,0,5,2,3
12720.0,Germany,25,5781.73,2,0,5,5,5
12721.0,France,6,2656.13,31,0,4,5,5
12722.0,France,4,997.63,85,0,2,4,4
12723.0,France,5,725.07,3,0,5,4,3
12724.0,France,4,1031.41,5,0,5,4,4
12725.0,Italy,1,427.8,371,1,1,1,2
12726.0,France,7,2609.1,28,0,4,5,5
12727.0,France,7,3980.7,10,0,5,5,5
12728.0,France,4,836.33,71,0,3,4,3
12729.0,France,1,453.01,113,1,2,1,2
12731.0,France,12,18895.91,23,0,4,5,5
12732.0,France,1,236.26000000000002,179,1,2,1,1
12733.0,USA,1,383.95,234,1,1,1,2
12734.0,France,1,110.39999999999999,352,1,1,1,1
12735.0,France,2,779.5699999999999,315,1,1,2,3
12736.0,France,1,234.0,332,1,1,1,1
12738.0,Germany,1,155.35,372,1,1,1,1
12739.0,United Arab Emirates,2,1013.04,78,0,2,2,4
12740.0,France,1,427.6,63,0,3,1,2
12743.0,Unspecified,2,546.43,134,1,2,2,3
12744.0,Singapore,7,21279.29,51,0,3,5,5
12747.0,United Kingdom,11,4196.01,2,0,5,5,5
12748.0,United Kingdom,209,33719.73,0,0,5,5,5
12749.0,United Kingdom,5,4090.88,3,0,5,4,5
12750.0,Poland,1,275.88,128,1,2,1,2
12752.0,Norway,1,4366.78,81,0,2,1,5
12753.0,Japan,6,21429.39,22,0,4,5,5
12754.0,Japan,3,3010.7400000000002,235,1,1,3,5
12755.0,Japan,2,3811.9500000000003,280,1,1,2,5
12756.0,Japan,1,112.08,86,0,2,1,1
12757.0,Portugal,13,7857.1,15,0,4,5,5
12758.0,Portugal,2,2791.59,116,1,2,2,5
12759.0,Netherlands,3,1531.44,52,0,3,3,4
12762.0,Portugal,2,1898.52,7,0,5,2,4
12763.0,Japan,2,494.08,138,1,2,2,3
12764.0,Lebanon,1,1693.88,316,1,1,1,4
12766.0,Portugal,7,6989.63,3,0,5,5,5
12769.0,Brazil,1,1143.6,238,1,1,1,4
12770.0,Japan,1,1351.45,210,1,1,1,4
12772.0,Portugal,1,892.47,59,0,3,1,3
12775.0,Netherlands,5,1386.04,17,0,4,4,4
12778.0,Netherlands,6,822.23,19,0,4,5,3
12779.0,Poland,8,3981.36,37,0,3,5,5
12781.0,Czech Republic,2,826.74,63,0,3,2,3
12782.0,Portugal,5,2330.92,4,0,5,4,5
12783.0,Portugal,6,2225.91,2,0,5,5,5
12784.0,Portugal,2,574.42,9,0,5,2,3
12785.0,Portugal,1,311.95,364,1,1,1,2
12787.0,Netherlands,3,463.66,9,0,5,3,2
12789.0,Netherlands,1,91.85,65,0,3,1,1
12790.0,Netherlands,1,324.92,192,1,1,1,2
12791.0,Netherlands,1,192.60000000000002,373,1,1,1,1
12792.0,Portugal,1,400.54,256,1,1,1,2
12793.0,Portugal,2,545.48,334,1,1,2,3
12794.0,Portugal,2,860.41,53,0,3,2,3
12795.0,Portugal,1,430.48,18,0,4,1,2
12797.0,Portugal,1,254.03,365,1,1,1,2
12798.0,Japan,3,6977.04,10,0,5,3,5
12802.0,Netherlands,1,427.58,186,1,1,1,2
12808.0,Portugal,3,483.65000000000003,36,0,3,3,2
12809.0,Portugal,1,489.31,177,1,2,1,2
12811.0,Portugal,3,514.85,260,1,1,3,3
12812.0,Japan,1,229.64000000000001,44,0,3,1,1
12814.0,Poland,1,125.92,101,1,2,1,1
12815.0,Poland,2,1063.46,147,1,2,2,4
12816.0,Poland,2,572.2,95,1,2,2,3
12817.0,Austria,1,166.04000000000002,281,1,1,1,1
12818.0,Austria,1,1542.0800000000002,261,1,1,1,4
12820.0,United Kingdom,4,942.34,3,0,5,4,4
12821.0,United Kingdom,1,92.72,214,1,1,1,1
12822.0,United Kingdom,2,948.88,70,0,3,2,4
12823.0,United Kingdom,5,1759.5,74,0,2,4,4
12824.0,United Kingdom,1,397.12,59,0,3,1,2
12826.0,United Kingdom,7,1474.72,2,0,5,5,4
12827.0,United Kingdom,3,430.15,5,0,5,3,2
12828.0,United Kingdom,6,1018.71,2,0,5,5,4
12829.0,United Kingdom,2,293.0,336,1,1,2,2
12830.0,United Kingdom,6,6814.64,37,0,3,5,5
12831.0,United Kingdom,1,215.05,262,1,1,1,1
12832.0,United Kingdom,2,383.03000000000003,32,0,4,2,2
12833.0,United Kingdom,1,417.38,145,1,2,1,2
12834.0,United Kingdom,1,312.38,282,1,1,1,2
12836.0,United Kingdom,4,2612.86,59,0,3,4,5
12837.0,United Kingdom,1,134.1,173,1,2,1,1
12838.0,United Kingdom,2,683.13,33,0,3,2,3
12839.0,United Kingdom,14,5591.42,2,0,5,5,5
12840.0,United Kingdom,4,2726.77,143,1,2,4,5
12841.0,United Kingdom,25,4022.35,4,0,5,5,5
12842.0,United Kingdom,2,1118.99,70,0,3,2,4
12843.0,United Kingdom,8,1702.26,65,0,3,5,4
12844.0,United Kingdom,2,325.96000000000004,29,0,4,2,2
12845.0,United Kingdom,4,354.09000000000003,267,1,1,4,2
12847.0,United Kingdom,1,871.54,22,0,4,1,3
12849.0,United Kingdom,2,1050.8899999999999,31,0,4,2,4
12851.0,United Kingdom,1,135.18,96,1,2,1,1
12852.0,United Kingdom,1,311.55,294,1,1,1,2
12853.0,United Kingdom,6,1957.1000000000001,134,1,2,5,4
12854.0,United Kingdom,3,1324.5,78,0,2,3,4
12855.0,United Kingdom,1,38.1,372,1,1,1,1
12856.0,United Kingdom,6,2179.93,7,0,5,5,5
12857.0,United Kingdom,2,1106.4,210,1,1,2,4
12863.0,United Kingdom,1,521.2,52,0,3,1,3
12864.0,United Kingdom,1,147.12,138,1,2,1,1
12865.0,Austria,2,1568.23,26,0,4,2,4
12866.0,Belgium,1,559.12,283,1,1,1,3
12867.0,United Kingdom,7,4036.82,26,0,4,5,5
12868.0,United Kingdom,6,1607.0600000000002,185,1,1,5,4
12871.0,United Kingdom,2,380.64,84,0,2,2,2
12872.0,United Kingdom,2,599.97,326,1,1,2,3
12873.0,United Kingdom,1,374.0,282,1,1,1,2
12875.0,United Kingdom,2,343.2300000000001,143,1,2,2,2
12876.0,Belgium,2,2218.02,57,0,3,2,5
12877.0,United Kingdom,12,1535.77,3,0,5,5,4
12878.0,United Kingdom,2,854.99,236,1,1,2,3
12879.0,United Kingdom,3,573.22,44,0,3,3,3
12881.0,United Kingdom,1,298.0,275,1,1,1,2
12882.0,United Kingdom,2,1463.04,9,0,5,2,4
12883.0,United Kingdom,4,703.47,24,0,4,4,3
12884.0,United Kingdom,1,309.05,88,0,2,1,2
12885.0,United Kingdom,3,1175.22,63,0,3,3,4
12886.0,United Kingdom,2,1378.4,67,0,3,2,4
12888.0,United Kingdom,2,354.12,214,1,1,2,2
12890.0,United Kingdom,1,380.46999999999997,24,0,4,1,2
12891.0,United Kingdom,3,331.0,185,1,1,3,2
12893.0,United Kingdom,1,188.14,30,0,4,1,1
12895.0,United Kingdom,2,372.8,42,0,3,2,2
12897.0,United Kingdom,2,216.5,204,1,1,2,1
12901.0,United Kingdom,28,17654.54,8,0,5,5,5
12902.0,United Kingdom,1,138.68,264,1,1,1,1
12904.0,United Kingdom,2,509.58,18,0,4,2,3
12906.0,United Kingdom,5,2919.81,11,0,5,4,5
12908.0,United Kingdom,2,750.0,176,1,2,2,3
12909.0,United Kingdom,5,2178.67,39,0,3,4,5
12910.0,United Kingdom,8,3075.04,23,0,4,5,5
12912.0,United Kingdom,5,1662.3,2,0,5,4,4
12913.0,United Kingdom,5,2483.63,4,0,5,4,5
12915.0,United Kingdom,2,363.65,148,1,2,2,2
12916.0,United Kingdom,4,3006.15,138,1,2,4,5
12917.0,United Kingdom,1,594.0,128,1,2,1,3
12919.0,United Kingdom,6,1335.19,8,0,5,5,4
12920.0,United Kingdom,1,164.23,17,0,4,1,1
12921.0,United Kingdom,37,16587.09,9,0,5,5,5
12922.0,United Kingdom,1,405.38,161,1,2,1,2
12923.0,United Kingdom,1,176.97,64,0,3,1,1
12924.0,United Kingdom,4,933.7,88,0,2,4,3
12925.0,United Kingdom,2,694.05,4,0,5,2,3
12928.0,United Kingdom,5,2062.7,35,0,3,4,5
12929.0,United Kingdom,1,117.85,311,1,1,1,1
12930.0,United Kingdom,2,415.8,78,0,2,2,2
12931.0,United Kingdom,15,42055.96,21,0,4,5,5
12933.0,United Kingdom,3,607.53,24,0,4,3,3
12935.0,United Kingdom,7,2160.7,2,0,5,5,5
12936.0,United Kingdom,4,1063.9,17,0,4,4,4
12937.0,United Kingdom,4,1504.27,15,0,4,4,4
12938.0,United Kingdom,1,114.14,25,0,4,1,1
12939.0,United Kingdom,8,11581.8,64,0,3,5,5
12940.0,United Kingdom,2,913.54,54,0,3,2,3
12942.0,United Kingdom,3,683.9,131,1,2,3,3
12944.0,United Kingdom,2,604.51,35,0,3,2,3
12945.0,United Kingdom,1,462.95,288,1,1,1,2
12947.0,United Kingdom,6,1603.99,143,1,2,5,4
12948.0,United Kingdom,7,2064.95,16,0,4,5,5
12949.0,United Kingdom,8,4167.22,30,0,4,5,5
12950.0,United Kingdom,3,1843.0,2,0,5,3,4
12951.0,United Kingdom,6,1064.07,8,0,5,5,4
12952.0,United Kingdom,4,1387.79,5,0,5,4,4
12953.0,United Kingdom,1,329.85,9,0,5,1,2
12955.0,United Kingdom,11,4757.16,1,0,5,5,5
12956.0,United Kingdom,1,108.07,306,1,1,1,1
12957.0,United Kingdom,8,4017.54,9,0,5,5,5
12962.0,United Kingdom,2,266.39,7,0,5,2,2
12963.0,United Kingdom,8,1856.63,8,0,5,5,4
12965.0,United Kingdom,1,771.91,89,0,2,1,3
12966.0,United Kingdom,1,160.18,9,0,5,1,1
12967.0,United Kingdom,2,1660.9,358,1,1,2,4
12968.0,United Kingdom,1,135.95,112,1,2,1,1
12970.0,United Kingdom,4,452.24,7,0,5,4,2
12971.0,United Kingdom,86,11189.91,3,0,5,5,5
12974.0,United Kingdom,1,144.8,197,1,1,1,1
12976.0,United Kingdom,1,738.6,211,1,1,1,3
12977.0,United Kingdom,1,39.24,156,1,2,1,1
12980.0,United Kingdom,9,7374.900000000001,157,1,2,5,5
12981.0,United Kingdom,2,372.21999999999997,29,0,4,2,2
12982.0,United Kingdom,1,390.53999999999996,242,1,1,1,2
12984.0,United Kingdom,1,97.5,18,0,4,1,1
12985.0,United Kingdom,2,1239.38,0,0,5,2,4
12987.0,United Kingdom,2,558.7,73,0,2,2,3
12988.0,United Kingdom,1,535.32,292,1,1,1,3
12989.0,United Kingdom,15,6924.11,3,0,5,5,5
12990.0,United Kingdom,3,409.5,31,0,4,3,2
12991.0,United Kingdom,2,503.76,23,0,4,2,3
12993.0,United Kingdom,4,414.76,23,0,4,4,2
12994.0,United Kingdom,3,974.42,4,0,5,3,4
12995.0,United Kingdom,1,211.32,85,0,2,1,1
12997.0,United Kingdom,4,1226.89,22,0,4,4,4
12999.0,United Kingdom,3,455.88,196,1,1,3,2
13000.0,United Kingdom,3,534.85,106,1,2,3,3
13001.0,United Kingdom,13,9818.82,4,0,5,5,5
13002.0,United Kingdom,1,120.95,318,1,1,1,1
13003.0,United Kingdom,3,149.05,105,1,2,3,1
13004.0,United Kingdom,18,5655.91,11,0,5,5,5
13005.0,United Kingdom,2,513.7,173,1,2,2,3
13006.0,United Kingdom,1,81.57,56,0,3,1,1
13008.0,United Kingdom,1,229.47,323,1,1,1,1
13011.0,United Kingdom,1,50.550000000000004,372,1,1,1,1
13012.0,United Kingdom,8,1661.8400000000001,9,0,5,5,4
13013.0,United Kingdom,13,4810.9400000000005,1,0,5,5,5
13014.0,United Kingdom,10,3466.28,10,0,5,5,5
13015.0,United Kingdom,5,3346.28,53,0,3,4,5
13016.0,United Kingdom,3,789.89,73,0,2,3,3
13017.0,United Kingdom,1,204.0,7,0,5,1,1
13018.0,United Kingdom,28,7277.7,16,0,4,5,5
13021.0,United Kingdom,9,2616.38,4,0,5,5,5
13023.0,United Kingdom,2,689.9,64,0,3,2,3
13026.0,United Kingdom,5,975.36,1,0,5,4,4
