CustomerID,Country,Frequency,Monetary,Recency,Is_Churned
12514.0,Italy,1,1017.6800000000001,267,1
12515.0,Italy,1,383.7,353,1
12516.0,Germany,2,1312.06,77,0
12517.0,Germany,5,2502.84,28,0
12518.0,Germany,5,2056.89,0,0
12519.0,Germany,1,340.84000000000003,63,0
12520.0,Germany,5,2634.26,79,0
12521.0,Germany,1,599.68,142,1
12522.0,Germany,2,192.72,39,0
12523.0,France,11,1789.77,19,0
12524.0,Germany,8,4485.72,9,0
12526.0,Germany,3,1316.66,0,0
12527.0,Germany,3,348.71000000000004,81,0
12528.0,Germany,6,1933.48,9,0
12530.0,Germany,4,1662.28,59,0
12531.0,Germany,1,125.22,14,0
12532.0,France,1,349.83000000000004,30,0
12534.0,Germany,1,1089.18,130,1
12535.0,France,2,716.35,91,1
12536.0,France,3,12601.830000000002,43,0
12538.0,Spain,1,363.95,29,0
12539.0,Spain,4,5568.35,22,0
12540.0,Spain,17,13400.24,19,0
12541.0,Spain,3,981.18,29,0
12544.0,Spain,1,372.7,36,0
12545.0,Spain,2,1000.39,75,0
12546.0,Spain,2,1161.5,46,0
12547.0,Spain,2,207.8,197,1
12548.0,Spain,1,95.19999999999999,166,1
12550.0,Spain,1,964.83,79,0
12551.0,Spain,1,168.0,357,1
12552.0,Italy,2,437.82,38,0
12553.0,France,10,3692.28,8,0
12556.0,Spain,2,603.71,50,0
12557.0,Spain,5,11990.960000000001,16,0
12558.0,USA,1,269.96,7,0
12559.0,Germany,2,561.71,310,1
12560.0,Germany,3,2134.01,5,0
12561.0,Germany,1,238.85,302,1
12562.0,France,7,3781.7400000000002,8,0
12564.0,France,1,456.90000000000003,261,1
12565.0,Saudi Arabia,1,145.92000000000002,288,1
12566.0,Germany,1,351.65,86,0
12567.0,France,10,9401.28,22,0
12569.0,Germany,32,4124.6900000000005,2,0
12571.0,France,2,519.61,39,0
12572.0,Germany,2,1020.4200000000001,8,0
12573.0,France,1,160.54,227,1
12574.0,France,1,218.45000000000002,315,1
12576.0,Poland,5,1315.83,35,0
12577.0,France,3,657.8,35,0
12578.0,Italy,2,2794.51,21,0
12579.0,France,1,440.42,78,0
12580.0,Germany,1,415.7,246,1
12581.0,Germany,1,197.71,39,0
12582.0,Finland,2,511.36,238,1
12583.0,France,15,7281.38,2,0
12584.0,Italy,9,2338.15,3,0
12585.0,Germany,2,2040.1,234,1
12586.0,Italy,1,196.94,17,0
12587.0,Finland,1,144.0,7,0
12588.0,Finland,1,214.9,39,0
12589.0,France,2,646.68,28,0
12590.0,Germany,2,9864.26,211,1
12591.0,Italy,1,452.85,317,1
12592.0,Germany,2,437.6,92,1
12593.0,France,3,418.1,108,1
12594.0,Italy,10,3338.2200000000003,37,0
12596.0,Spain,2,618.27,51,0
12597.0,Spain,4,3811.22,19,0
12598.0,France,8,3023.08,9,0
12599.0,France,7,1032.58,29,0
12600.0,Germany,10,2599.04,28,0
12601.0,Germany,5,577.0600000000001,189,1
12602.0,France,1,153.12,58,0
12603.0,Germany,1,739.1999999999999,21,0
12604.0,France,2,254.18,79,0
12607.0,USA,1,1579.51,60,0
12609.0,Germany,3,1126.85,78,0
12610.0,Italy,5,2099.54,22,0
12611.0,Italy,1,1193.32,52,0
12612.0,Germany,1,704.04,74,0
12613.0,Germany,5,3344.38,57,0
12614.0,Germany,1,315.6,277,1
12615.0,France,4,2291.19,2,0
12616.0,France,2,713.3,95,1
12617.0,France,1,355.53,29,0
12618.0,Italy,1,177.31,21,0
12619.0,Germany,9,3641.24,16,0
12620.0,France,3,1339.41,14,0
12621.0,Germany,20,13689.67,1,0
12622.0,Germany,1,180.1,232,1
12623.0,Germany,1,305.1,276,1
12624.0,France,2,641.13,106,1
12625.0,Germany,2,2683.82,211,1
12626.0,Germany,9,6620.4800000000005,23,0
12627.0,Germany,7,4478.53,10,0
12628.0,Germany,3,786.46,4,0
12630.0,Finland,2,1270.88,9,0
12631.0,Finland,1,640.5,57,0
12633.0,Germany,4,2163.98,58,0
12635.0,Germany,2,1689.18,89,0
12637.0,France,8,6021.9,67,0
12638.0,Sweden,1,671.6899999999999,33,0
12639.0,Sweden,1,486.1,238,1
12640.0,France,3,1174.58,23,0
12641.0,Sweden,1,185.9,115,1
12642.0,Germany,3,1013.26,25,0
12643.0,France,6,3344.64,128,1
12644.0,Germany,1,477.90999999999997,129,1
12645.0,Germany,4,1775.18,33,0
12646.0,USA,2,1346.97,4,0
12647.0,Germany,12,3722.82,22,0
12648.0,Germany,1,318.05,154,1
12649.0,Germany,3,623.51,107,1
12650.0,France,1,314.44,3,0
12651.0,France,1,114.0,334,1
12652.0,France,1,919.98,331,1
12653.0,Israel,2,2209.85,148,1
12654.0,Germany,5,601.98,10,0
12656.0,France,5,4051.17,17,0
12657.0,France,4,1643.18,11,0
12658.0,Germany,1,686.05,18,0
12659.0,France,1,91.67999999999999,29,0
12660.0,France,1,245.10000000000002,11,0
12662.0,Germany,11,3849.78,0,0
12664.0,Finland,9,4881.88,8,0
12665.0,Germany,1,63.0,324,1
12667.0,Finland,1,620.13,58,0
12668.0,Germany,4,3807.15,11,0
12669.0,France,3,2744.0299999999997,150,1
12670.0,France,5,2996.05,10,0
12672.0,France,1,225.9,329,1
12673.0,Germany,2,610.52,5,0
12674.0,France,4,1970.6,38,0
12676.0,Sweden,6,1331.39,24,0
12678.0,France,12,17628.46,42,0
12679.0,France,4,1113.02,58,0
12680.0,France,4,862.81,0,0
12681.0,France,22,13787.54,14,0
12682.0,France,31,12288.22,3,0
12683.0,France,15,8476.57,4,0
12684.0,France,7,2283.63,7,0
12685.0,France,6,2863.08,28,0
12686.0,France,1,89.14,371,1
12688.0,Israel,1,4873.81,113,1
12689.0,France,2,1247.61,25,0
12690.0,France,1,389.01,205,1
12691.0,France,6,1035.8,28,0
12693.0,Germany,4,855.91,127,1
12694.0,France,2,869.67,70,0
12695.0,France,4,582.1,7,0
12697.0,Sweden,3,957.59,28,0
12700.0,France,4,4939.99,7,0
12701.0,Germany,2,797.71,79,0
12702.0,Germany,1,219.0,19,0
12703.0,Germany,1,283.55,71,0
12704.0,Finland,8,2340.84,7,0
12705.0,Germany,9,6868.29,15,0
12707.0,France,1,603.42,291,1
12708.0,Germany,10,2712.91,29,0
12709.0,Germany,15,9736.52,15,0
12710.0,Germany,3,1149.02,96,1
12712.0,Germany,13,4396.13,28,0
12713.0,Germany,1,848.55,0,0
12714.0,France,5,4708.86,9,0
12715.0,Sweden,1,353.86,106,1
12716.0,France,2,1053.49,3,0
12717.0,Greece,2,1030.98,151,1
12718.0,France,1,238.25,71,0
12719.0,France,2,644.95,5,0
12720.0,Germany,25,5781.73,2,0
12721.0,France,6,2656.13,31,0
12722.0,France,4,997.63,85,0
12723.0,France,5,725.07,3,0
12724.0,France,4,1031.41,5,0
12725.0,Italy,1,427.8,371,1
12726.0,France,7,2609.1,28,0
12727.0,France,7,3980.7,10,0
12728.0,France,4,836.33,71,0
12729.0,France,1,453.01,113,1
12731.0,France,12,18895.91,23,0
12732.0,France,1,236.26000000000002,179,1
12733.0,USA,1,383.95,234,1
12734.0,France,1,110.39999999999999,352,1
12735.0,France,2,779.5699999999999,315,1
12736.0,France,1,234.0,332,1
12738.0,Germany,1,155.35,372,1
12739.0,United Arab Emirates,2,1013.04,78,0
12740.0,France,1,427.6,63,0
12743.0,Unspecified,2,546.43,134,1
12744.0,Singapore,7,21279.29,51,0
12747.0,United Kingdom,11,4196.01,2,0
12748.0,United Kingdom,209,33719.73,0,0
12749.0,United Kingdom,5,4090.88,3,0
12750.0,Poland,1,275.88,128,1
12752.0,Norway,1,4366.78,81,0
12753.0,Japan,6,21429.39,22,0
12754.0,Japan,3,3010.7400000000002,235,1
12755.0,Japan,2,3811.9500000000003,280,1
12756.0,Japan,1,112.08,86,0
12757.0,Portugal,13,7857.1,15,0
12758.0,Portugal,2,2791.59,116,1
12759.0,Netherlands,3,1531.44,52,0
12762.0,Portugal,2,1898.52,7,0
12763.0,Japan,2,494.08,138,1
12764.0,Lebanon,1,1693.88,316,1
12766.0,Portugal,7,6989.63,3,0
12769.0,Brazil,1,1143.6,238,1
12770.0,Japan,1,1351.45,210,1
12772.0,Portugal,1,892.47,59,0
12775.0,Netherlands,5,1386.04,17,0
12778.0,Netherlands,6,822.23,19,0
12779.0,Poland,8,3981.36,37,0
12781.0,Czech Republic,2,826.74,63,0
12782.0,Portugal,5,2330.92,4,0
12783.0,Portugal,6,2225.91,2,0
12784.0,Portugal,2,574.42,9,0
12785.0,Portugal,1,311.95,364,1
12787.0,Netherlands,3,463.66,9,0
12789.0,Netherlands,1,91.85,65,0
12790.0,Netherlands,1,324.92,192,1
12791.0,Netherlands,1,192.60000000000002,373,1
12792.0,Portugal,1,400.54,256,1
12793.0,Portugal,2,545.48,334,1
12794.0,Portugal,2,860.41,53,0
12795.0,Portugal,1,430.48,18,0
12797.0,Portugal,1,254.03,365,1
12798.0,Japan,3,6977.04,10,0
12802.0,Netherlands,1,427.58,186,1
12808.0,Portugal,3,483.65000000000003,36,0
12809.0,Portugal,1,489.31,177,1
12811.0,Portugal,3,514.85,260,1
12812.0,Japan,1,229.64000000000001,44,0
12814.0,Poland,1,125.92,101,1
12815.0,Poland,2,1063.46,147,1
12816.0,Poland,2,572.2,95,1
12817.0,Austria,1,166.04000000000002,281,1
12818.0,Austria,1,1542.0800000000002,261,1
12820.0,United Kingdom,4,942.34,3,0
12821.0,United Kingdom,1,92.72,214,1
12822.0,United Kingdom,2,948.88,70,0
12823.0,United Kingdom,5,1759.5,74,0
12824.0,United Kingdom,1,397.12,59,0
12826.0,United Kingdom,7,1474.72,2,0
12827.0,United Kingdom,3,430.15,5,0
12828.0,United Kingdom,6,1018.71,2,0
12829.0,United Kingdom,2,293.0,336,1
12830.0,United Kingdom,6,6814.64,37,0
12831.0,United Kingdom,1,215.05,262,1
12832.0,United Kingdom,2,383.03000000000003,32,0
12833.0,United Kingdom,1,417.38,145,1
12834.0,United Kingdom,1,312.38,282,1
12836.0,United Kingdom,4,2612.86,59,0
12837.0,United Kingdom,1,134.1,173,1
12838.0,United Kingdom,2,683.13,33,0
12839.0,United Kingdom,14,5591.42,2,0
12840.0,United Kingdom,4,2726.77,143,1
12841.0,United Kingdom,25,4022.35,4,0
12842.0,United Kingdom,2,1118.99,70,0
12843.0,United Kingdom,8,1702.26,65,0
12844.0,United Kingdom,2,325.96000000000004,29,0
12845.0,United Kingdom,4,354.09000000000003,267,1
12847.0,United Kingdom,1,871.54,22,0
12849.0,United Kingdom,2,1050.8899999999999,31,0
12851.0,United Kingdom,1,135.18,96,1
12852.0,United Kingdom,1,311.55,294,1
12853.0,United Kingdom,6,1957.1000000000001,134,1
12854.0,United Kingdom,3,1324.5,78,0
12855.0,United Kingdom,1,38.1,372,1
12856.0,United Kingdom,6,2179.93,7,0
12857.0,United Kingdom,2,1106.4,210,1
12863.0,United Kingdom,1,521.2,52,0
12864.0,United Kingdom,1,147.12,138,1
12865.0,Austria,2,1568.23,26,0
12866.0,Belgium,1,559.12,283,1
12867.0,United Kingdom,7,4036.82,26,0
12868.0,United Kingdom,6,1607.0600000000002,185,1
12871.0,United Kingdom,2,380.64,84,0
12872.0,United Kingdom,2,599.97,326,1
12873.0,United Kingdom,1,374.0,282,1
12875.0,United Kingdom,2,343.2300000000001,143,1
12876.0,Belgium,2,2218.02,57,0
12877.0,United Kingdom,12,1535.77,3,0
12878.0,United Kingdom,2,854.99,236,1
12879.0,United Kingdom,3,573.22,44,0
12881.0,United Kingdom,1,298.0,275,1
12882.0,United Kingdom,2,1463.04,9,0
12883.0,United Kingdom,4,703.47,24,0
12884.0,United Kingdom,1,309.05,88,0
12885.0,United Kingdom,3,1175.22,63,0
12886.0,United Kingdom,2,1378.4,67,0
12888.0,United Kingdom,2,354.12,214,1
12890.0,United Kingdom,1,380.46999999999997,24,0
12891.0,United Kingdom,3,331.0,185,1
12893.0,United Kingdom,1,188.14,30,0
12895.0,United Kingdom,2,372.8,42,0
12897.0,United Kingdom,2,216.5,204,1
12901.0,United Kingdom,28,17654.54,8,0
12902.0,United Kingdom,1,138.68,264,1
12904.0,United Kingdom,2,509.58,18,0
12906.0,United Kingdom,5,2919.81,11,0
12908.0,United Kingdom,2,750.0,176,1
12909.0,United Kingdom,5,2178.67,39,0
12910.0,United Kingdom,8,3075.04,23,0
12912.0,United Kingdom,5,1662.3,2,0
12913.0,United Kingdom,5,2483.63,4,0
12915.0,United Kingdom,2,363.65,148,1
12916.0,United Kingdom,4,3006.15,138,1
12917.0,United Kingdom,1,594.0,128,1
12919.0,United Kingdom,6,1335.19,8,0
12920.0,United Kingdom,1,164.23,17,0
12921.0,United Kingdom,37,16587.09,9,0
12922.0,United Kingdom,1,405.38,161,1
12923.0,United Kingdom,1,176.97,64,0
12924.0,United Kingdom,4,933.7,88,0
12925.0,United Kingdom,2,694.05,4,0
12928.0,United Kingdom,5,2062.7,35,0
12929.0,United Kingdom,1,117.85,311,1
12930.0,United Kingdom,2,415.8,78,0
12931.0,United Kingdom,15,42055.96,21,0
12933.0,United Kingdom,3,607.53,24,0
12935.0,United Kingdom,7,2160.7,2,0
12936.0,United Kingdom,4,1063.9,17,0
12937.0,United Kingdom,4,1504.27,15,0
12938.0,United Kingdom,1,114.14,25,0
12939.0,United Kingdom,8,11581.8,64,0
12940.0,United Kingdom,2,913.54,54,0
12942.0,United Kingdom,3,683.9,131,1
12944.0,United Kingdom,2,604.51,35,0
12945.0,United Kingdom,1,462.95,288,1
12947.0,United Kingdom,6,1603.99,143,1
12948.0,United Kingdom,7,2064.95,16,0
12949.0,United Kingdom,8,4167.22,30,0
12950.0,United Kingdom,3,1843.0,2,0
12951.0,United Kingdom,6,1064.07,8,0
12952.0,United Kingdom,4,1387.79,5,0
12953.0,United Kingdom,1,329.85,9,0
12955.0,United Kingdom,11,4757.16,1,0
12956.0,United Kingdom,1,108.07,306,1
12957.0,United Kingdom,8,4017.54,9,0
12962.0,United Kingdom,2,266.39,7,0
12963.0,United Kingdom,8,1856.63,8,0
12965.0,United Kingdom,1,771.91,89,0
12966.0,United Kingdom,1,160.18,9,0
12967.0,United Kingdom,2,1660.9,358,1
12968.0,United Kingdom,1,135.95,112,1
12970.0,United Kingdom,4,452.24,7,0
12971.0,United Kingdom,86,11189.91,3,0
12974.0,United Kingdom,1,144.8,197,1
12976.0,United Kingdom,1,738.6,211,1
12977.0,United Kingdom,1,39.24,156,1
12980.0,United Kingdom,9,7374.900000000001,157,1
12981.0,United Kingdom,2,372.21999999999997,29,0
12982.0,United Kingdom,1,390.53999999999996,242,1
12984.0,United Kingdom,1,97.5,18,0
12985.0,United Kingdom,2,1239.38,0,0
12987.0,United Kingdom,2,558.7,73,0
12988.0,United Kingdom,1,535.32,292,1
12989.0,United Kingdom,15,6924.11,3,0
12990.0,United Kingdom,3,409.5,31,0
12991.0,United Kingdom,2,503.76,23,0
12993.0,United Kingdom,4,414.76,23,0
12994.0,United Kingdom,3,974.42,4,0
12995.0,United Kingdom,1,211.32,85,0
12997.0,United Kingdom,4,1226.89,22,0
12999.0,United Kingdom,3,455.88,196,1
13000.0,United Kingdom,3,534.85,106,1
13001.0,United Kingdom,13,9818.82,4,0
13002.0,United Kingdom,1,120.95,318,1
13003.0,United Kingdom,3,149.05,105,1
13004.0,United Kingdom,18,5655.91,11,0
13005.0,United Kingdom,2,513.7,173,1
13006.0,United Kingdom,1,81.57,56,0
13008.0,United Kingdom,1,229.47,323,1
13011.0,United Kingdom,1,50.550000000000004,372,1
13012.0,United Kingdom,8,1661.8400000000001,9,0
13013.0,United Kingdom,13,4810.9400000000005,1,0
13014.0,United Kingdom,10,3466.28,10,0
13015.0,United Kingdom,5,3346.28,53,0
13016.0,United Kingdom,3,789.89,73,0
13017.0,United Kingdom,1,204.0,7,0
13018.0,United Kingdom,28,7277.7,16,0
13021.0,United Kingdom,9,2616.38,4,0
13023.0,United Kingdom,2,689.9,64,0
13026.0,United Kingdom,5,975.36,1,0
13027.0,United Kingdom,6,6912.0,113,1
13028.0,United Kingdom,2,661.3199999999999,22,0
13029.0,United Kingdom,3,1247.5,30,0
13030.0,United Kingdom,2,799.48,11,0
13032.0,United Kingdom,2,1010.1800000000001,52,0
13033.0,United Kingdom,1,190.55,357,1
13034.0,United Kingdom,2,642.77,54,0
13035.0,United Kingdom,2,921.88,73,0
13037.0,United Kingdom,3,881.07,138,1
13038.0,United Kingdom,3,908.46,80,0
13040.0,United Kingdom,2,676.99,8,0
13043.0,United Kingdom,1,516.42,273,1
13044.0,United Kingdom,1,560.47,291,1
13045.0,United Kingdom,1,305.28000000000003,99,1
13046.0,United Kingdom,2,629.31,30,0
13047.0,United Kingdom,10,3237.54,31,0
13048.0,United Kingdom,4,1835.91,14,0
13049.0,United Kingdom,2,656.6800000000001,64,0
13050.0,United Kingdom,17,5836.86,14,0
13052.0,United Kingdom,1,348.15000000000003,212,1
13055.0,United Kingdom,3,1214.41,78,0
13058.0,United Kingdom,3,271.40000000000003,24,0
13059.0,United Kingdom,1,183.4,249,1
13060.0,United Kingdom,1,307.53000000000003,253,1
13061.0,United Kingdom,1,248.61,72,0
13062.0,United Kingdom,1,346.98,191,1
13064.0,United Kingdom,4,1119.49,12,0
13065.0,United Kingdom,1,205.86,373,1
13066.0,United Kingdom,2,470.8,24,0
13067.0,United Kingdom,1,115.46000000000001,82,0
13068.0,United Kingdom,2,344.0,10,0
13069.0,United Kingdom,24,4436.12,0,0
13070.0,United Kingdom,1,228.8,192,1
13072.0,United Kingdom,1,177.15,266,1
13075.0,United Kingdom,1,919.61,129,1
13077.0,United Kingdom,4,729.27,1,0
13078.0,United Kingdom,26,12627.94,3,0
13079.0,United Kingdom,5,220.10000000000002,4,0
13080.0,United Kingdom,1,58.08,179,1
13081.0,United Kingdom,11,28337.38,11,0
13082.0,United Kingdom,9,3613.63,126,1
13083.0,United Kingdom,2,303.75,4,0
13085.0,United Kingdom,2,416.08,157,1
13089.0,United Kingdom,97,58825.83,2,0
13090.0,United Kingdom,14,8910.82,8,0
13091.0,United Kingdom,1,345.82,28,0
13092.0,United Kingdom,5,477.83,70,0
13093.0,United Kingdom,8,7832.47,275,1
13094.0,United Kingdom,12,1927.3200000000002,21,0
13095.0,United Kingdom,1,74.39999999999999,70,0
13097.0,United Kingdom,10,6010.42,32,0
13098.0,United Kingdom,28,28882.44,1,0
13099.0,United Kingdom,1,207.36,99,1
13101.0,United Kingdom,1,101.19,234,1
13102.0,United Kingdom,24,6424.09,1,0
13103.0,United Kingdom,1,243.94,39,0
13104.0,United Kingdom,6,1098.48,3,0
13106.0,United Kingdom,1,76.5,133,1
13107.0,United Kingdom,4,1531.6200000000001,44,0
13108.0,United Kingdom,1,350.06,372,1
13109.0,United Kingdom,2,786.54,59,0
13110.0,United Kingdom,7,1488.67,31,0
13113.0,United Kingdom,24,12245.960000000001,0,0
13115.0,United Kingdom,4,2294.78,11,0
13116.0,United Kingdom,1,501.14,138,1
13117.0,United Kingdom,8,984.91,21,0
13118.0,United Kingdom,5,1197.81,19,0
13120.0,United Kingdom,1,30.6,238,1
13121.0,United Kingdom,1,283.73,269,1
13122.0,United Kingdom,2,922.39,94,1
13124.0,United Kingdom,3,3866.33,89,0
13126.0,United Kingdom,8,2099.64,4,0
13127.0,United Kingdom,1,259.17,77,0
13130.0,United Kingdom,1,64.0,94,1
13131.0,United Kingdom,3,1073.3,23,0
13132.0,United Kingdom,1,77.3,261,1
13133.0,United Kingdom,2,109.8,273,1
13134.0,United Kingdom,4,1793.58,85,0
13135.0,United Kingdom,1,3096.0,196,1
13136.0,United Kingdom,5,2607.61,56,0
13137.0,United Kingdom,8,3650.41,10,0
13138.0,United Kingdom,6,962.39,22,0
13139.0,United Kingdom,7,5064.9400000000005,16,0
13140.0,United Kingdom,3,423.72,108,1
13141.0,United Kingdom,5,2388.75,84,0
13142.0,United Kingdom,1,307.09000000000003,19,0
13144.0,United Kingdom,1,110.95,332,1
13145.0,United Kingdom,4,618.52,39,0
13146.0,United Kingdom,1,228.91,26,0
13147.0,United Kingdom,4,712.8,10,0
13148.0,United Kingdom,12,3707.12,29,0
13149.0,United Kingdom,4,1676.06,14,0
13151.0,United Kingdom,1,1257.8700000000001,295,1
13153.0,United Kingdom,1,486.22,5,0
13155.0,United Kingdom,4,971.76,33,0
13157.0,United Kingdom,4,1741.22,49,0
13158.0,United Kingdom,4,1201.06,94,1
13159.0,United Kingdom,4,1437.85,8,0
13160.0,United Kingdom,1,91.8,22,0
13161.0,United Kingdom,1,112.75,313,1
13162.0,United Kingdom,4,1688.29,122,1
13165.0,United Kingdom,2,1021.48,46,0
13166.0,United Kingdom,1,417.2,283,1
13167.0,United Kingdom,4,791.33,18,0
13168.0,United Kingdom,4,1319.19,36,0
13169.0,United Kingdom,2,712.88,63,0
13170.0,United Kingdom,1,116.00999999999999,26,0
13171.0,United Kingdom,3,468.41,21,0
13173.0,United Kingdom,2,353.65,4,0
13174.0,United Kingdom,3,2817.03,16,0
13176.0,United Kingdom,1,492.84,46,0
13177.0,United Kingdom,1,282.45,64,0
13178.0,United Kingdom,11,5725.47,26,0
13182.0,United Kingdom,1,121.18,45,0
13183.0,United Kingdom,9,3957.78,7,0
13184.0,United Kingdom,10,1701.29,14,0
13185.0,United Kingdom,1,71.4,267,1
13186.0,United Kingdom,3,1575.89,39,0
13187.0,United Kingdom,1,236.02,337,1
13188.0,United Kingdom,1,114.6,11,0
13189.0,United Kingdom,2,260.68,18,0
13192.0,United Kingdom,2,911.94,95,1
13193.0,United Kingdom,1,117.88,61,0
13194.0,United Kingdom,1,60.7,135,1
13196.0,United Kingdom,4,1797.78,11,0
13198.0,United Kingdom,6,3401.2400000000002,10,0
13199.0,United Kingdom,38,9817.12,3,0
13200.0,United Kingdom,4,870.09,19,0
13203.0,United Kingdom,4,869.46,9,0
13207.0,United Kingdom,2,250.26000000000002,15,0
13208.0,United Kingdom,6,1223.9,58,0
13209.0,United Kingdom,8,5891.61,30,0
13210.0,United Kingdom,1,353.48,93,1
13211.0,United Kingdom,3,1197.42,10,0
13212.0,United Kingdom,3,788.08,19,0
13213.0,United Kingdom,5,1520.58,56,0
13216.0,United Kingdom,1,333.74,267,1
13217.0,United Kingdom,3,533.98,122,1
